R1,R2,R3,R4,marker
GREEN,GREEN,GREEN,GREEN,24
RED,RED,RED,RED,24
RED,RED,RED,RED,24
RED,YELLOW,RED,RED,24
RED,YELLOW,RED,RED,24
RED,YELLOW,YELLOW,RED,24
RED,YELLOW,YELLOW,YELLOW,24
YELLOW,YELLOW,YELLOW,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
RED,RED,RED,RED,24
RED,RED,RED,RED,24
RED,RED,RED,RED,24
YELLOW,YELLOW,YELLOW,YELLOW,24
YELLOW,GREEN,GREEN,YELLOW,24
GREEN,GREEN,GREEN,YELLOW,24
GREEN,GREEN,GREEN,YELLOW,24
GREEN,GREEN,GREEN,GREEN,24
YELLOW,RED,RED,RED,24
RED,RED,RED,RED,24
YELLOW,RED,RED,RED,24
RED,RED,RED,RED,24
YELLOW,YELLOW,YELLOW,YELLOW,24
YELLOW,YELLOW,YELLOW,YELLOW,24
YELLOW,YELLOW,YELLOW,YELLOW,24
YELLOW,YELLOW,GREEN,YELLOW,24
YELLOW,GREEN,GREEN,YELLOW,24
GREEN,GREEN,GREEN,YELLOW,24
GREEN,GREEN,GREEN,YELLOW,24
GREEN,GREEN,GREEN,YELLOW,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
RED,RED,RED,RED,24
GREEN,YELLOW,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
RED,RED,RED,RED,24
RED,YELLOW,GREEN,YELLOW,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
YELLOW,YELLOW,YELLOW,YELLOW,24
YELLOW,GREEN,GREEN,YELLOW,24
YELLOW,GREEN,GREEN,YELLOW,24
GREEN,GREEN,GREEN,YELLOW,24
GREEN,GREEN,GREEN,YELLOW,24
GREEN,GREEN,GREEN,YELLOW,24
GREEN,GREEN,GREEN,YELLOW,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
YELLOW,RED,RED,RED,24
YELLOW,RED,RED,RED,24
RED,RED,RED,RED,24
RED,RED,RED,RED,24
YELLOW,YELLOW,GREEN,YELLOW,24
GREEN,GREEN,GREEN,YELLOW,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
RED,RED,RED,YELLOW,24
RED,RED,RED,YELLOW,24
RED,RED,RED,YELLOW,24
GREEN,YELLOW,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
YELLOW,RED,RED,RED,24
RED,RED,YELLOW,YELLOW,24
YELLOW,YELLOW,YELLOW,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
RED,RED,RED,RED,24
RED,RED,RED,RED,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
RED,RED,RED,RED,24
RED,RED,RED,RED,24
RED,RED,RED,RED,24
RED,YELLOW,YELLOW,RED,24
RED,YELLOW,YELLOW,RED,24
RED,YELLOW,YELLOW,RED,24
YELLOW,YELLOW,YELLOW,RED,24
YELLOW,YELLOW,YELLOW,RED,24
YELLOW,YELLOW,YELLOW,RED,24
YELLOW,YELLOW,YELLOW,RED,24
YELLOW,GREEN,YELLOW,YELLOW,24
YELLOW,GREEN,GREEN,YELLOW,24
RED,RED,RED,RED,24
YELLOW,RED,RED,RED,24
YELLOW,RED,RED,RED,24
RED,RED,RED,RED,24
RED,YELLOW,GREEN,YELLOW,24
GREEN,GREEN,YELLOW,YELLOW,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,24
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
YELLOW,RED,RED,RED,23
RED,RED,RED,RED,23
RED,RED,RED,RED,23
YELLOW,RED,RED,RED,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,YELLOW,23
GREEN,GREEN,GREEN,YELLOW,23
GREEN,GREEN,GREEN,YELLOW,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
RED,RED,RED,RED,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
RED,RED,RED,RED,23
GREEN,GREEN,GREEN,YELLOW,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
RED,RED,RED,RED,23
RED,RED,RED,RED,23
RED,RED,RED,RED,23
YELLOW,YELLOW,GREEN,YELLOW,23
GREEN,GREEN,GREEN,YELLOW,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
RED,RED,RED,RED,23
RED,RED,RED,RED,23
RED,RED,RED,RED,23
YELLOW,YELLOW,YELLOW,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
RED,RED,RED,RED,23
RED,YELLOW,GREEN,GREEN,23
RED,YELLOW,GREEN,GREEN,23
GREEN,GREEN,GREEN,YELLOW,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
RED,RED,RED,RED,23
YELLOW,YELLOW,YELLOW,RED,23
YELLOW,YELLOW,YELLOW,YELLOW,23
GREEN,GREEN,GREEN,YELLOW,23
GREEN,GREEN,GREEN,YELLOW,23
GREEN,GREEN,GREEN,YELLOW,23
GREEN,GREEN,GREEN,GREEN,23
RED,RED,RED,RED,23
RED,RED,RED,RED,23
RED,RED,RED,RED,23
RED,RED,RED,RED,23
YELLOW,YELLOW,GREEN,YELLOW,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
GREEN,GREEN,GREEN,GREEN,23
RED,RED,RED,RED,22
YELLOW,YELLOW,YELLOW,YELLOW,22
YELLOW,YELLOW,YELLOW,YELLOW,22
GREEN,GREEN,GREEN,GREEN,22
RED,RED,RED,RED,22
GREEN,GREEN,GREEN,YELLOW,22
GREEN,GREEN,GREEN,YELLOW,22
GREEN,GREEN,GREEN,GREEN,22
GREEN,GREEN,GREEN,GREEN,22
GREEN,GREEN,GREEN,GREEN,22
GREEN,GREEN,GREEN,GREEN,22
GREEN,GREEN,GREEN,GREEN,22
GREEN,GREEN,GREEN,GREEN,22
GREEN,GREEN,GREEN,GREEN,22
GREEN,GREEN,GREEN,GREEN,22
GREEN,GREEN,GREEN,GREEN,22
RED,RED,RED,RED,22
YELLOW,YELLOW,YELLOW,YELLOW,22
YELLOW,YELLOW,YELLOW,RED,22
GREEN,YELLOW,YELLOW,YELLOW,22
GREEN,YELLOW,GREEN,YELLOW,22
GREEN,GREEN,GREEN,GREEN,22
GREEN,GREEN,GREEN,GREEN,22
GREEN,GREEN,GREEN,GREEN,22
GREEN,GREEN,GREEN,GREEN,22
GREEN,GREEN,GREEN,GREEN,22
GREEN,GREEN,GREEN,GREEN,22
GREEN,GREEN,GREEN,GREEN,22
GREEN,GREEN,GREEN,GREEN,22
GREEN,GREEN,GREEN,GREEN,22
RED,RED,RED,RED,22
GREEN,GREEN,GREEN,GREEN,22
GREEN,GREEN,GREEN,GREEN,22
RED,RED,RED,RED,22
RED,RED,RED,RED,22
RED,RED,RED,RED,22
RED,RED,RED,RED,22
RED,RED,RED,RED,22
YELLOW,YELLOW,YELLOW,RED,22
YELLOW,YELLOW,YELLOW,YELLOW,22
YELLOW,YELLOW,YELLOW,YELLOW,22
GREEN,GREEN,GREEN,YELLOW,22
GREEN,GREEN,GREEN,GREEN,22
GREEN,GREEN,GREEN,GREEN,22
GREEN,GREEN,GREEN,GREEN,22
GREEN,GREEN,GREEN,GREEN,22
GREEN,GREEN,GREEN,GREEN,22
GREEN,GREEN,GREEN,GREEN,22
RED,RED,RED,RED,21
YELLOW,YELLOW,YELLOW,YELLOW,21
YELLOW,YELLOW,YELLOW,YELLOW,21
GREEN,GREEN,GREEN,GREEN,21
GREEN,GREEN,GREEN,GREEN,21
GREEN,GREEN,GREEN,GREEN,21
GREEN,GREEN,GREEN,GREEN,21
RED,RED,RED,RED,21
RED,RED,RED,RED,21
GREEN,GREEN,GREEN,GREEN,21
GREEN,GREEN,GREEN,GREEN,21
GREEN,GREEN,GREEN,GREEN,21
GREEN,GREEN,GREEN,GREEN,21
GREEN,GREEN,GREEN,GREEN,21
GREEN,GREEN,GREEN,GREEN,21
GREEN,GREEN,GREEN,GREEN,21
GREEN,GREEN,GREEN,GREEN,21
GREEN,GREEN,GREEN,GREEN,21
GREEN,GREEN,GREEN,GREEN,21
GREEN,GREEN,GREEN,GREEN,21
GREEN,GREEN,GREEN,GREEN,21
RED,RED,RED,RED,21
RED,RED,RED,RED,21
RED,RED,RED,RED,21
RED,RED,RED,RED,21
RED,RED,YELLOW,YELLOW,21
RED,RED,YELLOW,YELLOW,21
GREEN,GREEN,GREEN,YELLOW,21
GREEN,GREEN,GREEN,GREEN,21
GREEN,GREEN,GREEN,GREEN,21
GREEN,GREEN,GREEN,GREEN,21
GREEN,GREEN,GREEN,GREEN,21
RED,RED,RED,RED,21
RED,RED,RED,RED,21
RED,RED,RED,RED,21
YELLOW,YELLOW,RED,YELLOW,21
YELLOW,YELLOW,YELLOW,YELLOW,21
YELLOW,YELLOW,YELLOW,YELLOW,21
YELLOW,YELLOW,YELLOW,YELLOW,21
GREEN,YELLOW,YELLOW,GREEN,21
GREEN,YELLOW,YELLOW,GREEN,21
GREEN,YELLOW,YELLOW,GREEN,21
GREEN,YELLOW,YELLOW,GREEN,21
GREEN,YELLOW,YELLOW,GREEN,21
RED,RED,RED,RED,21
GREEN,GREEN,GREEN,RED,21
GREEN,GREEN,GREEN,GREEN,21
GREEN,GREEN,GREEN,GREEN,21
GREEN,GREEN,GREEN,GREEN,21
GREEN,GREEN,GREEN,GREEN,21
GREEN,GREEN,GREEN,GREEN,21
YELLOW,RED,RED,YELLOW,20
RED,RED,RED,RED,20
RED,RED,RED,YELLOW,20
RED,RED,RED,YELLOW,20
GREEN,YELLOW,YELLOW,GREEN,20
GREEN,YELLOW,YELLOW,GREEN,20
RED,RED,RED,RED,20
YELLOW,YELLOW,RED,RED,20
YELLOW,YELLOW,GREEN,GREEN,20
YELLOW,YELLOW,YELLOW,YELLOW,20
GREEN,YELLOW,YELLOW,YELLOW,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
RED,RED,RED,RED,20
RED,RED,RED,RED,20
RED,RED,RED,RED,20
YELLOW,GREEN,RED,RED,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
RED,RED,RED,RED,20
YELLOW,YELLOW,YELLOW,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
RED,RED,RED,YELLOW,20
RED,RED,RED,RED,20
RED,RED,RED,RED,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
YELLOW,GREEN,YELLOW,RED,20
GREEN,GREEN,GREEN,YELLOW,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
YELLOW,YELLOW,YELLOW,RED,20
GREEN,GREEN,GREEN,YELLOW,20
GREEN,GREEN,GREEN,YELLOW,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
RED,RED,RED,RED,20
RED,YELLOW,YELLOW,RED,20
YELLOW,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
RED,RED,RED,RED,20
RED,RED,RED,RED,20
YELLOW,GREEN,YELLOW,YELLOW,20
GREEN,GREEN,YELLOW,YELLOW,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
RED,RED,RED,RED,20
RED,RED,RED,RED,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
GREEN,GREEN,GREEN,GREEN,20
RED,RED,RED,RED,20
RED,RED,RED,RED,20
RED,RED,RED,RED,20
RED,RED,RED,RED,20
RED,YELLOW,RED,RED,20
RED,YELLOW,RED,RED,20
YELLOW,YELLOW,YELLOW,RED,20
YELLOW,YELLOW,YELLOW,RED,20
YELLOW,YELLOW,YELLOW,RED,20
YELLOW,YELLOW,YELLOW,RED,20
YELLOW,GREEN,YELLOW,RED,20
RED,RED,RED,RED,20
RED,RED,RED,RED,20
RED,RED,RED,RED,20
YELLOW,YELLOW,RED,RED,20
RED,GREEN,YELLOW,RED,20
YELLOW,GREEN,YELLOW,RED,20
YELLOW,GREEN,GREEN,YELLOW,20
YELLOW,GREEN,GREEN,YELLOW,20
YELLOW,GREEN,GREEN,YELLOW,20
YELLOW,GREEN,GREEN,YELLOW,20
YELLOW,GREEN,GREEN,YELLOW,20
GREEN,GREEN,GREEN,YELLOW,20
GREEN,GREEN,GREEN,YELLOW,20
