index,marker,R1,R2,R3,R4
49914,20,GREEN,GREEN,GREEN,GREEN
49915,20,GREEN,GREEN,GREEN,GREEN
49916,20,GREEN,GREEN,GREEN,GREEN
49917,20,GREEN,GREEN,GREEN,GREEN
49918,20,GREEN,GREEN,GREEN,GREEN
49919,20,GREEN,GREEN,GREEN,GREEN
49920,20,RED,YELLOW,YELLOW,GREEN
49921,20,RED,RED,YELLOW,GREEN
49922,20,RED,YELLOW,YELLOW,GREEN
49923,20,RED,RED,YELLOW,YELLOW
49924,20,RED,YELLOW,YELLOW,YELLOW
49925,20,RED,RED,GREEN,YELLOW
49926,20,GREEN,GREEN,GREEN,GREEN
49927,20,GREEN,GREEN,GREEN,GREEN
49928,20,GREEN,GREEN,GREEN,GREEN
49929,20,GREEN,GREEN,GREEN,GREEN
49930,20,GREEN,GREEN,GREEN,GREEN
49931,20,GREEN,GREEN,GREEN,GREEN
49932,20,GREEN,GREEN,GREEN,GREEN
49933,20,YELLOW,YELLOW,YELLOW,RED
49934,20,YELLOW,YELLOW,YELLOW,RED
49935,20,GREEN,GREEN,GREEN,YELLOW
49936,20,GREEN,GREEN,GREEN,YELLOW
49937,20,GREEN,GREEN,GREEN,GREEN
49938,20,GREEN,GREEN,GREEN,GREEN
49939,20,GREEN,GREEN,GREEN,GREEN
49940,20,GREEN,GREEN,GREEN,GREEN
49941,20,RED,YELLOW,YELLOW,YELLOW
49942,20,RED,YELLOW,YELLOW,YELLOW
49943,20,RED,YELLOW,YELLOW,YELLOW
49944,20,RED,YELLOW,GREEN,YELLOW
49945,20,GREEN,GREEN,GREEN,GREEN
49946,20,GREEN,GREEN,GREEN,GREEN
49947,20,GREEN,GREEN,GREEN,GREEN
49948,20,GREEN,GREEN,GREEN,GREEN
49949,20,GREEN,GREEN,GREEN,GREEN
49950,20,GREEN,GREEN,GREEN,GREEN
49951,20,GREEN,GREEN,GREEN,GREEN
49952,20,GREEN,GREEN,GREEN,GREEN
49953,20,GREEN,GREEN,GREEN,GREEN
49954,20,GREEN,GREEN,GREEN,GREEN
49955,20,GREEN,GREEN,GREEN,GREEN
49956,20,GREEN,GREEN,GREEN,GREEN
49957,20,GREEN,GREEN,GREEN,GREEN
49958,20,GREEN,GREEN,GREEN,GREEN
49959,20,YELLOW,YELLOW,RED,RED
49960,20,GREEN,GREEN,GREEN,GREEN
49961,20,GREEN,GREEN,GREEN,GREEN
49962,20,GREEN,GREEN,GREEN,GREEN
49963,20,GREEN,GREEN,GREEN,GREEN
49964,20,GREEN,GREEN,GREEN,GREEN
49965,20,RED,RED,YELLOW,GREEN
49966,20,RED,RED,YELLOW,YELLOW
49967,20,RED,RED,YELLOW,YELLOW
49968,20,GREEN,GREEN,YELLOW,YELLOW
49969,20,GREEN,GREEN,GREEN,GREEN
49970,20,GREEN,GREEN,GREEN,GREEN
49971,20,GREEN,GREEN,GREEN,GREEN
49972,20,GREEN,GREEN,GREEN,GREEN
49973,20,GREEN,GREEN,GREEN,GREEN
49974,20,GREEN,GREEN,GREEN,GREEN
49975,20,GREEN,GREEN,GREEN,GREEN
49976,20,GREEN,GREEN,GREEN,GREEN
49977,20,GREEN,GREEN,GREEN,GREEN
49978,20,GREEN,GREEN,GREEN,GREEN
49979,20,GREEN,GREEN,GREEN,GREEN
49980,20,GREEN,GREEN,GREEN,GREEN
49981,20,GREEN,GREEN,GREEN,GREEN
49982,20,GREEN,GREEN,GREEN,GREEN
49983,20,YELLOW,YELLOW,RED,RED
49984,20,YELLOW,YELLOW,RED,RED
49985,20,YELLOW,GREEN,YELLOW,YELLOW
49986,20,GREEN,GREEN,GREEN,YELLOW
49987,20,GREEN,GREEN,GREEN,YELLOW
49988,20,GREEN,GREEN,GREEN,YELLOW
49989,20,GREEN,GREEN,GREEN,YELLOW
49990,20,GREEN,GREEN,GREEN,YELLOW
49991,20,GREEN,GREEN,GREEN,GREEN
49992,20,GREEN,GREEN,GREEN,GREEN
49993,20,GREEN,GREEN,GREEN,GREEN
49994,20,GREEN,GREEN,GREEN,GREEN
49995,20,GREEN,GREEN,GREEN,GREEN
49996,20,GREEN,GREEN,GREEN,GREEN
49997,20,GREEN,GREEN,GREEN,GREEN
49998,20,GREEN,GREEN,GREEN,GREEN
49999,20,GREEN,GREEN,GREEN,GREEN
50000,20,GREEN,GREEN,GREEN,GREEN
50001,20,GREEN,GREEN,GREEN,GREEN
50002,20,GREEN,GREEN,GREEN,GREEN
50003,19,GREEN,YELLOW,YELLOW,GREEN
50004,19,YELLOW,YELLOW,RED,YELLOW
50005,19,YELLOW,RED,YELLOW,YELLOW
50006,19,GREEN,GREEN,GREEN,GREEN
50007,19,GREEN,GREEN,GREEN,GREEN
50008,19,GREEN,GREEN,GREEN,GREEN
50009,19,YELLOW,YELLOW,RED,YELLOW
50010,19,GREEN,GREEN,GREEN,GREEN
50011,19,GREEN,GREEN,GREEN,GREEN
50012,19,GREEN,GREEN,GREEN,GREEN
50013,19,GREEN,GREEN,GREEN,GREEN
50014,19,GREEN,GREEN,GREEN,GREEN
50015,19,GREEN,GREEN,GREEN,GREEN
50016,19,GREEN,GREEN,GREEN,GREEN
50017,19,GREEN,GREEN,GREEN,GREEN
50018,19,GREEN,GREEN,GREEN,GREEN
50019,19,GREEN,GREEN,GREEN,GREEN
50020,19,GREEN,GREEN,YELLOW,GREEN
50021,19,GREEN,GREEN,GREEN,GREEN
50022,19,GREEN,GREEN,GREEN,GREEN
50023,19,GREEN,GREEN,GREEN,GREEN
50024,19,GREEN,GREEN,GREEN,GREEN
50025,19,YELLOW,YELLOW,RED,RED
50026,19,GREEN,YELLOW,RED,YELLOW
50027,19,GREEN,YELLOW,YELLOW,RED
50028,19,YELLOW,YELLOW,YELLOW,RED
50029,19,YELLOW,YELLOW,YELLOW,RED
50030,19,RED,YELLOW,GREEN,YELLOW
50031,19,GREEN,GREEN,GREEN,YELLOW
50032,19,GREEN,GREEN,GREEN,GREEN
50033,19,GREEN,GREEN,GREEN,GREEN
50034,19,GREEN,GREEN,GREEN,GREEN
50035,19,GREEN,GREEN,GREEN,GREEN
50036,19,GREEN,GREEN,GREEN,GREEN
50037,19,GREEN,GREEN,GREEN,GREEN
50038,19,GREEN,GREEN,GREEN,GREEN
50039,19,GREEN,GREEN,GREEN,GREEN
50040,19,GREEN,GREEN,GREEN,GREEN
50041,19,GREEN,GREEN,GREEN,GREEN
50042,19,GREEN,GREEN,GREEN,GREEN
50043,19,GREEN,GREEN,GREEN,GREEN
50044,19,GREEN,GREEN,GREEN,GREEN
50045,19,GREEN,GREEN,GREEN,GREEN
50046,19,GREEN,GREEN,GREEN,GREEN
50047,19,GREEN,GREEN,GREEN,GREEN
50048,19,YELLOW,YELLOW,RED,RED
50049,19,YELLOW,YELLOW,RED,YELLOW
50050,19,YELLOW,YELLOW,RED,YELLOW
50051,19,GREEN,YELLOW,RED,YELLOW
50052,19,GREEN,GREEN,GREEN,GREEN
50053,19,GREEN,GREEN,GREEN,GREEN
50054,19,GREEN,GREEN,GREEN,GREEN
50055,19,GREEN,GREEN,GREEN,GREEN
50056,19,GREEN,GREEN,GREEN,GREEN
50057,19,GREEN,GREEN,GREEN,GREEN
50058,19,GREEN,GREEN,GREEN,GREEN
50059,19,GREEN,GREEN,GREEN,GREEN
50060,19,GREEN,GREEN,GREEN,GREEN
50061,19,GREEN,GREEN,GREEN,GREEN
50062,19,GREEN,GREEN,GREEN,GREEN
50063,19,GREEN,GREEN,GREEN,GREEN
50064,19,GREEN,GREEN,GREEN,GREEN
50065,19,GREEN,GREEN,GREEN,GREEN
50066,19,GREEN,GREEN,GREEN,GREEN
50067,19,GREEN,GREEN,GREEN,GREEN
50068,19,GREEN,GREEN,GREEN,GREEN
50069,19,GREEN,GREEN,GREEN,GREEN
50070,19,GREEN,GREEN,GREEN,GREEN
50071,19,GREEN,YELLOW,RED,YELLOW
50072,19,GREEN,GREEN,GREEN,GREEN
50073,19,GREEN,GREEN,GREEN,GREEN
50074,19,GREEN,GREEN,GREEN,GREEN
50075,19,GREEN,GREEN,GREEN,GREEN
50076,19,GREEN,GREEN,GREEN,GREEN
50077,19,GREEN,GREEN,GREEN,GREEN
50078,19,GREEN,GREEN,GREEN,GREEN
50079,19,GREEN,GREEN,GREEN,GREEN
50080,19,GREEN,GREEN,GREEN,GREEN
50081,19,GREEN,GREEN,GREEN,GREEN
50082,19,GREEN,GREEN,GREEN,GREEN
50083,19,GREEN,GREEN,GREEN,GREEN
50084,19,GREEN,GREEN,GREEN,GREEN
50085,19,GREEN,GREEN,GREEN,GREEN
50086,19,YELLOW,YELLOW,RED,RED
50087,19,GREEN,GREEN,GREEN,GREEN
50088,19,GREEN,GREEN,GREEN,GREEN
50089,19,GREEN,GREEN,GREEN,GREEN
50090,19,GREEN,GREEN,GREEN,GREEN
50091,19,GREEN,GREEN,GREEN,GREEN
50092,19,GREEN,GREEN,GREEN,GREEN
50093,19,GREEN,GREEN,GREEN,GREEN
50094,19,GREEN,YELLOW,YELLOW,RED
50095,19,RED,YELLOW,YELLOW,YELLOW
50096,19,YELLOW,GREEN,GREEN,YELLOW
50097,19,GREEN,GREEN,GREEN,GREEN
50098,19,GREEN,GREEN,GREEN,GREEN
50099,19,GREEN,GREEN,GREEN,GREEN
50100,19,GREEN,GREEN,GREEN,GREEN
50101,19,GREEN,GREEN,GREEN,GREEN
50102,19,GREEN,GREEN,GREEN,GREEN
50103,19,GREEN,GREEN,GREEN,GREEN
50104,19,GREEN,GREEN,GREEN,GREEN
50105,19,RED,YELLOW,YELLOW,YELLOW
50106,19,GREEN,YELLOW,YELLOW,GREEN
50107,19,GREEN,GREEN,YELLOW,GREEN
50108,19,GREEN,GREEN,GREEN,GREEN
50109,19,GREEN,GREEN,GREEN,GREEN
50110,19,GREEN,GREEN,GREEN,GREEN
50111,19,GREEN,GREEN,GREEN,GREEN
50112,19,GREEN,YELLOW,YELLOW,RED
50113,19,GREEN,RED,YELLOW,YELLOW
50114,19,GREEN,GREEN,GREEN,GREEN
50115,19,GREEN,GREEN,GREEN,GREEN
50116,19,GREEN,GREEN,GREEN,GREEN
50117,19,GREEN,GREEN,GREEN,GREEN
50118,19,GREEN,GREEN,GREEN,GREEN
50119,19,GREEN,GREEN,GREEN,GREEN
50120,19,GREEN,GREEN,GREEN,GREEN
50121,19,GREEN,GREEN,GREEN,GREEN
50122,19,GREEN,GREEN,GREEN,GREEN
50123,19,GREEN,GREEN,GREEN,GREEN
50124,19,GREEN,GREEN,GREEN,GREEN
50125,19,GREEN,GREEN,GREEN,GREEN
50126,19,GREEN,GREEN,GREEN,GREEN
50127,19,GREEN,GREEN,GREEN,GREEN
50128,19,GREEN,GREEN,GREEN,GREEN
50129,19,GREEN,GREEN,GREEN,GREEN
50130,19,GREEN,GREEN,GREEN,GREEN
50131,19,YELLOW,YELLOW,YELLOW,RED
50132,19,GREEN,GREEN,GREEN,GREEN
50133,19,GREEN,GREEN,GREEN,GREEN
50134,19,GREEN,GREEN,GREEN,GREEN
50135,19,GREEN,YELLOW,YELLOW,RED
50136,19,GREEN,YELLOW,YELLOW,RED
50137,19,GREEN,RED,YELLOW,YELLOW
50138,19,GREEN,RED,YELLOW,YELLOW
50139,19,GREEN,RED,YELLOW,YELLOW
50140,19,GREEN,RED,YELLOW,YELLOW
50141,19,GREEN,GREEN,GREEN,GREEN
50142,19,GREEN,GREEN,GREEN,GREEN
50143,19,GREEN,GREEN,GREEN,GREEN
50144,19,GREEN,GREEN,GREEN,GREEN
50145,19,GREEN,GREEN,GREEN,GREEN
50146,19,GREEN,GREEN,GREEN,GREEN
50147,19,GREEN,GREEN,GREEN,GREEN
50148,19,GREEN,GREEN,GREEN,GREEN
50149,19,GREEN,GREEN,GREEN,GREEN
50150,19,YELLOW,YELLOW,YELLOW,RED
50151,19,GREEN,GREEN,GREEN,GREEN
50152,19,GREEN,GREEN,GREEN,GREEN
50153,19,GREEN,GREEN,GREEN,GREEN
50154,19,GREEN,GREEN,GREEN,GREEN
50155,19,GREEN,GREEN,GREEN,GREEN
50156,19,GREEN,YELLOW,YELLOW,RED
50157,19,GREEN,YELLOW,YELLOW,RED
50158,19,GREEN,RED,YELLOW,YELLOW
50159,19,YELLOW,YELLOW,GREEN,GREEN
50160,19,GREEN,GREEN,GREEN,YELLOW
50161,19,GREEN,GREEN,GREEN,GREEN
50162,19,GREEN,GREEN,GREEN,GREEN
50163,19,GREEN,GREEN,GREEN,GREEN
50164,19,GREEN,GREEN,GREEN,GREEN
50165,19,GREEN,GREEN,GREEN,GREEN
50166,19,GREEN,GREEN,GREEN,GREEN
50167,19,GREEN,GREEN,GREEN,GREEN
50168,19,GREEN,GREEN,GREEN,GREEN
50169,19,GREEN,GREEN,GREEN,GREEN
50170,19,GREEN,GREEN,GREEN,GREEN
50171,19,GREEN,GREEN,GREEN,GREEN
50172,19,GREEN,GREEN,GREEN,GREEN
50173,19,GREEN,GREEN,GREEN,GREEN
50174,19,RED,YELLOW,YELLOW,YELLOW
50175,19,RED,YELLOW,YELLOW,YELLOW
50176,19,YELLOW,YELLOW,YELLOW,YELLOW
50177,19,YELLOW,YELLOW,YELLOW,YELLOW
50178,19,YELLOW,GREEN,GREEN,YELLOW
50179,19,YELLOW,GREEN,GREEN,GREEN
50180,19,GREEN,GREEN,GREEN,GREEN
50181,19,GREEN,GREEN,GREEN,GREEN
50182,19,GREEN,GREEN,GREEN,GREEN
50183,19,GREEN,RED,YELLOW,YELLOW
50184,19,YELLOW,GREEN,RED,YELLOW
50185,19,GREEN,YELLOW,GREEN,GREEN
50186,19,GREEN,GREEN,GREEN,GREEN
50187,19,GREEN,GREEN,GREEN,GREEN
50188,19,GREEN,GREEN,GREEN,GREEN
50189,19,GREEN,GREEN,GREEN,GREEN
50190,19,GREEN,GREEN,GREEN,GREEN
50191,19,GREEN,GREEN,GREEN,GREEN
50192,19,GREEN,GREEN,GREEN,GREEN
50193,19,GREEN,GREEN,GREEN,GREEN
50194,18,GREEN,GREEN,GREEN,GREEN
50195,18,GREEN,GREEN,GREEN,GREEN
50196,18,GREEN,GREEN,GREEN,GREEN
50197,18,GREEN,GREEN,GREEN,GREEN
50198,18,GREEN,GREEN,GREEN,GREEN
50199,18,RED,YELLOW,YELLOW,YELLOW
50200,18,YELLOW,YELLOW,RED,YELLOW
50201,18,YELLOW,YELLOW,RED,YELLOW
50202,18,YELLOW,YELLOW,RED,YELLOW
50203,18,GREEN,GREEN,GREEN,GREEN
50204,18,GREEN,GREEN,GREEN,GREEN
50205,18,GREEN,GREEN,GREEN,GREEN
50206,18,GREEN,GREEN,GREEN,GREEN
50207,18,GREEN,GREEN,GREEN,GREEN
50208,18,GREEN,GREEN,GREEN,GREEN
50209,18,GREEN,GREEN,GREEN,GREEN
50210,18,GREEN,GREEN,GREEN,GREEN
50211,18,GREEN,GREEN,GREEN,GREEN
50212,18,GREEN,GREEN,GREEN,GREEN
50213,18,GREEN,GREEN,GREEN,GREEN
50214,18,GREEN,GREEN,GREEN,GREEN
50215,18,GREEN,GREEN,GREEN,GREEN
50216,18,GREEN,GREEN,GREEN,GREEN
50217,18,GREEN,GREEN,GREEN,GREEN
50218,18,YELLOW,YELLOW,YELLOW,RED
50219,18,GREEN,GREEN,GREEN,GREEN
50220,18,GREEN,GREEN,GREEN,GREEN
50221,18,YELLOW,RED,YELLOW,YELLOW
50222,18,RED,YELLOW,YELLOW,YELLOW
50223,18,GREEN,GREEN,GREEN,GREEN
50224,18,GREEN,GREEN,GREEN,GREEN
50225,18,GREEN,GREEN,GREEN,GREEN
50226,18,GREEN,GREEN,GREEN,GREEN
50227,18,GREEN,GREEN,GREEN,GREEN
50228,18,GREEN,GREEN,GREEN,GREEN
50229,18,GREEN,GREEN,GREEN,GREEN
50230,18,GREEN,GREEN,GREEN,GREEN
50231,18,GREEN,GREEN,GREEN,GREEN
50232,18,GREEN,GREEN,GREEN,GREEN
50233,18,GREEN,GREEN,GREEN,GREEN
50234,18,GREEN,GREEN,GREEN,YELLOW
50235,18,GREEN,GREEN,GREEN,GREEN
50236,18,GREEN,GREEN,GREEN,GREEN
50237,18,GREEN,GREEN,GREEN,GREEN
50238,18,YELLOW,RED,YELLOW,YELLOW
50239,18,RED,RED,YELLOW,YELLOW
50240,18,YELLOW,YELLOW,RED,YELLOW
50241,18,GREEN,GREEN,GREEN,GREEN
50242,18,GREEN,GREEN,GREEN,GREEN
50243,18,GREEN,GREEN,GREEN,GREEN
50244,18,GREEN,GREEN,GREEN,GREEN
50245,18,GREEN,GREEN,GREEN,GREEN
50246,18,GREEN,GREEN,GREEN,GREEN
50247,18,GREEN,GREEN,GREEN,GREEN
50248,18,GREEN,GREEN,GREEN,GREEN
50249,18,GREEN,GREEN,GREEN,GREEN
50250,18,GREEN,GREEN,GREEN,GREEN
50251,18,GREEN,GREEN,GREEN,GREEN
50252,18,GREEN,GREEN,GREEN,GREEN
50253,18,GREEN,GREEN,GREEN,GREEN
50254,18,GREEN,GREEN,GREEN,GREEN
50255,18,YELLOW,YELLOW,RED,RED
50256,18,GREEN,GREEN,GREEN,GREEN
50257,18,GREEN,GREEN,GREEN,GREEN
50258,18,GREEN,GREEN,GREEN,GREEN
50259,18,GREEN,GREEN,GREEN,GREEN
50260,18,YELLOW,YELLOW,RED,GREEN
50261,18,GREEN,GREEN,GREEN,GREEN
50262,18,GREEN,GREEN,GREEN,GREEN
50263,18,GREEN,GREEN,GREEN,GREEN
50264,18,GREEN,GREEN,GREEN,GREEN
50265,18,GREEN,GREEN,GREEN,GREEN
50266,18,GREEN,GREEN,GREEN,GREEN
50267,18,GREEN,GREEN,GREEN,GREEN
50268,18,GREEN,GREEN,GREEN,GREEN
50269,18,GREEN,GREEN,GREEN,GREEN
50270,18,GREEN,GREEN,GREEN,GREEN
50271,18,GREEN,GREEN,GREEN,GREEN
50272,18,GREEN,GREEN,GREEN,GREEN
50273,18,GREEN,GREEN,GREEN,GREEN
50274,18,GREEN,GREEN,GREEN,GREEN
50275,18,GREEN,GREEN,GREEN,GREEN
50276,18,GREEN,GREEN,GREEN,GREEN
50277,18,GREEN,GREEN,GREEN,GREEN
50278,18,GREEN,GREEN,GREEN,GREEN
50279,17,YELLOW,YELLOW,YELLOW,RED
50280,17,GREEN,GREEN,GREEN,YELLOW
50281,17,YELLOW,RED,YELLOW,GREEN
50282,17,YELLOW,RED,YELLOW,GREEN
50283,17,GREEN,YELLOW,YELLOW,GREEN
50284,17,GREEN,GREEN,GREEN,GREEN
50285,17,GREEN,GREEN,GREEN,GREEN
50286,17,GREEN,GREEN,GREEN,GREEN
50287,17,GREEN,GREEN,GREEN,GREEN
50288,17,GREEN,GREEN,GREEN,GREEN
50289,17,GREEN,GREEN,GREEN,GREEN
50290,17,GREEN,GREEN,GREEN,GREEN
50291,17,RED,YELLOW,YELLOW,YELLOW
50292,17,YELLOW,YELLOW,RED,RED
50293,17,GREEN,GREEN,GREEN,GREEN
50294,17,GREEN,GREEN,GREEN,GREEN
50295,17,GREEN,GREEN,GREEN,GREEN
50296,17,GREEN,GREEN,GREEN,GREEN
50297,17,GREEN,GREEN,GREEN,GREEN
50298,17,GREEN,GREEN,GREEN,GREEN
50299,17,GREEN,GREEN,GREEN,GREEN
50300,17,GREEN,YELLOW,GREEN,GREEN
50301,17,GREEN,GREEN,GREEN,GREEN
50302,17,GREEN,GREEN,GREEN,GREEN
50303,17,GREEN,GREEN,GREEN,GREEN
50304,17,GREEN,GREEN,GREEN,GREEN
50305,17,GREEN,GREEN,GREEN,GREEN
50306,17,GREEN,GREEN,GREEN,GREEN
50307,17,GREEN,GREEN,GREEN,GREEN
50308,17,GREEN,GREEN,GREEN,GREEN
50309,17,RED,RED,YELLOW,YELLOW
50310,17,YELLOW,YELLOW,YELLOW,RED
50311,17,GREEN,GREEN,RED,RED
50312,17,GREEN,GREEN,GREEN,GREEN
50313,17,GREEN,GREEN,GREEN,GREEN
50314,17,GREEN,GREEN,GREEN,GREEN
50315,17,GREEN,GREEN,GREEN,GREEN
50316,17,GREEN,GREEN,GREEN,GREEN
50317,17,GREEN,GREEN,GREEN,GREEN
50318,17,GREEN,GREEN,GREEN,GREEN
50319,17,GREEN,GREEN,GREEN,GREEN
50320,17,GREEN,GREEN,GREEN,GREEN
50321,17,GREEN,GREEN,GREEN,GREEN
50322,17,GREEN,GREEN,GREEN,GREEN
50323,17,GREEN,GREEN,GREEN,GREEN
50324,17,GREEN,GREEN,GREEN,GREEN
50325,17,GREEN,GREEN,GREEN,GREEN
50326,17,GREEN,GREEN,GREEN,GREEN
50327,17,YELLOW,YELLOW,YELLOW,RED
50328,17,YELLOW,YELLOW,YELLOW,RED
50329,17,YELLOW,YELLOW,YELLOW,RED
50330,17,GREEN,GREEN,GREEN,YELLOW
50331,17,GREEN,GREEN,GREEN,YELLOW
50332,17,GREEN,GREEN,GREEN,GREEN
50333,17,GREEN,GREEN,GREEN,GREEN
50334,17,GREEN,GREEN,GREEN,GREEN
50335,17,GREEN,GREEN,GREEN,GREEN
50336,17,GREEN,GREEN,GREEN,GREEN
50337,17,GREEN,GREEN,GREEN,GREEN
50338,17,GREEN,GREEN,GREEN,GREEN
50339,17,GREEN,GREEN,GREEN,GREEN
50340,17,GREEN,GREEN,GREEN,GREEN
50341,17,GREEN,GREEN,GREEN,GREEN
50342,17,YELLOW,YELLOW,RED,RED
50343,17,YELLOW,YELLOW,RED,RED
50344,17,YELLOW,YELLOW,RED,RED
50345,17,YELLOW,YELLOW,RED,RED
50346,17,YELLOW,YELLOW,YELLOW,YELLOW
50347,17,YELLOW,GREEN,YELLOW,YELLOW
50348,17,YELLOW,GREEN,YELLOW,YELLOW
50349,17,YELLOW,GREEN,YELLOW,YELLOW
50350,17,YELLOW,GREEN,GREEN,YELLOW
50351,17,GREEN,GREEN,GREEN,YELLOW
50352,17,GREEN,GREEN,GREEN,YELLOW
50353,17,YELLOW,YELLOW,YELLOW,RED
50354,17,YELLOW,YELLOW,YELLOW,RED
50355,17,YELLOW,YELLOW,YELLOW,RED
50356,17,YELLOW,YELLOW,RED,RED
50357,17,YELLOW,YELLOW,RED,RED
50358,17,YELLOW,YELLOW,RED,RED
50359,17,YELLOW,YELLOW,RED,RED
50360,17,YELLOW,YELLOW,RED,RED
50361,17,YELLOW,YELLOW,RED,RED
50362,17,GREEN,GREEN,GREEN,GREEN
50363,17,GREEN,GREEN,GREEN,GREEN
50364,17,GREEN,GREEN,GREEN,GREEN
50365,17,GREEN,GREEN,GREEN,GREEN
50366,17,GREEN,GREEN,GREEN,GREEN
50367,17,GREEN,GREEN,GREEN,GREEN
50368,17,GREEN,GREEN,GREEN,GREEN
50369,17,GREEN,GREEN,GREEN,GREEN
50370,17,GREEN,GREEN,GREEN,GREEN
50371,17,GREEN,GREEN,GREEN,GREEN
50372,17,GREEN,GREEN,GREEN,GREEN
50373,17,GREEN,GREEN,GREEN,GREEN
50374,17,GREEN,GREEN,GREEN,GREEN
50375,16,GREEN,GREEN,GREEN,GREEN
50376,16,GREEN,GREEN,GREEN,GREEN
50377,16,GREEN,GREEN,GREEN,GREEN
50378,16,RED,YELLOW,YELLOW,YELLOW
50379,16,GREEN,GREEN,GREEN,GREEN
50380,16,GREEN,GREEN,GREEN,GREEN
50381,16,GREEN,GREEN,GREEN,GREEN
50382,16,GREEN,GREEN,GREEN,GREEN
50383,16,GREEN,GREEN,GREEN,GREEN
50384,16,GREEN,GREEN,GREEN,GREEN
50385,16,YELLOW,YELLOW,YELLOW,RED
50386,16,GREEN,GREEN,GREEN,GREEN
50387,16,GREEN,GREEN,GREEN,GREEN
50388,16,GREEN,GREEN,GREEN,GREEN
50389,16,YELLOW,YELLOW,YELLOW,RED
50390,16,RED,YELLOW,YELLOW,YELLOW
50391,16,RED,YELLOW,YELLOW,YELLOW
50392,16,GREEN,GREEN,GREEN,GREEN
50393,16,GREEN,GREEN,GREEN,GREEN
50394,16,GREEN,GREEN,GREEN,GREEN
50395,16,GREEN,GREEN,GREEN,GREEN
50396,16,GREEN,GREEN,GREEN,GREEN
50397,16,GREEN,GREEN,GREEN,GREEN
50398,16,GREEN,GREEN,GREEN,GREEN
50399,16,GREEN,GREEN,GREEN,GREEN
50400,16,GREEN,GREEN,GREEN,GREEN
50401,16,GREEN,GREEN,GREEN,GREEN
50402,16,GREEN,GREEN,GREEN,GREEN
50403,16,GREEN,GREEN,GREEN,GREEN
50404,16,GREEN,GREEN,GREEN,GREEN
50405,16,GREEN,GREEN,GREEN,GREEN
50406,16,GREEN,GREEN,GREEN,GREEN
50407,16,GREEN,GREEN,GREEN,GREEN
50408,16,GREEN,GREEN,GREEN,GREEN
50409,16,YELLOW,YELLOW,RED,YELLOW
50410,16,YELLOW,YELLOW,YELLOW,RED
50411,16,RED,YELLOW,YELLOW,YELLOW
50412,16,GREEN,GREEN,GREEN,GREEN
50413,16,GREEN,GREEN,GREEN,GREEN
50414,16,GREEN,GREEN,GREEN,GREEN
50415,16,GREEN,GREEN,GREEN,GREEN
50416,16,GREEN,GREEN,GREEN,GREEN
50417,16,GREEN,GREEN,GREEN,GREEN
50418,16,GREEN,GREEN,GREEN,GREEN
50419,16,GREEN,GREEN,GREEN,GREEN
50420,16,GREEN,GREEN,GREEN,GREEN
50421,16,GREEN,GREEN,GREEN,GREEN
50422,16,GREEN,GREEN,GREEN,GREEN
50423,16,GREEN,GREEN,GREEN,GREEN
50424,16,YELLOW,YELLOW,RED,RED
50425,16,YELLOW,YELLOW,YELLOW,RED
50426,16,GREEN,GREEN,GREEN,GREEN
50427,16,GREEN,GREEN,GREEN,GREEN
50428,16,GREEN,GREEN,GREEN,GREEN
50429,16,GREEN,GREEN,GREEN,GREEN
50430,16,GREEN,GREEN,GREEN,GREEN
50431,16,RED,YELLOW,YELLOW,YELLOW
50432,16,RED,YELLOW,YELLOW,YELLOW
50433,16,GREEN,GREEN,GREEN,GREEN
50434,16,GREEN,GREEN,GREEN,GREEN
50435,16,GREEN,GREEN,GREEN,GREEN
50436,16,GREEN,GREEN,GREEN,GREEN
50437,16,GREEN,GREEN,GREEN,GREEN
50438,16,GREEN,GREEN,GREEN,GREEN
50439,16,GREEN,GREEN,GREEN,GREEN
50440,16,GREEN,GREEN,GREEN,GREEN
50441,16,GREEN,GREEN,GREEN,GREEN
50442,16,GREEN,GREEN,GREEN,GREEN
50443,16,GREEN,GREEN,GREEN,GREEN
50444,16,YELLOW,YELLOW,YELLOW,YELLOW
50445,16,GREEN,GREEN,GREEN,GREEN
50446,16,GREEN,GREEN,GREEN,GREEN
50447,16,GREEN,GREEN,GREEN,GREEN
50448,16,GREEN,GREEN,GREEN,GREEN
50449,16,GREEN,GREEN,GREEN,GREEN
50450,16,GREEN,GREEN,GREEN,GREEN
50451,16,GREEN,GREEN,GREEN,GREEN
50452,16,GREEN,GREEN,GREEN,GREEN
50453,16,GREEN,GREEN,GREEN,GREEN
50454,16,YELLOW,YELLOW,YELLOW,RED
50455,16,RED,RED,YELLOW,YELLOW
50456,16,GREEN,GREEN,GREEN,GREEN
50457,16,GREEN,GREEN,GREEN,GREEN
50458,16,GREEN,GREEN,GREEN,GREEN
50459,16,GREEN,GREEN,GREEN,GREEN
50460,16,GREEN,GREEN,GREEN,GREEN
50461,16,GREEN,GREEN,GREEN,GREEN
50462,16,GREEN,GREEN,GREEN,GREEN
50463,16,GREEN,GREEN,GREEN,GREEN
50464,16,GREEN,GREEN,GREEN,GREEN
50465,16,GREEN,GREEN,GREEN,GREEN
50466,16,GREEN,GREEN,GREEN,GREEN
50467,16,RED,YELLOW,YELLOW,YELLOW
50468,16,YELLOW,YELLOW,YELLOW,YELLOW
50469,16,GREEN,GREEN,GREEN,GREEN
50470,16,GREEN,GREEN,GREEN,GREEN
